Client,30 Day Check-in,60 Day Check-in,90 Day Check-in,Activation Date,Assigned AM,Assigned CSA,Average MRR,Billing MRR,Client Code,Client_URL,Contract End Date,Contract Start Date,Customer_ID,Graduation Date,Graduation Status,Last CBR Date,Last Contacted Date,Notes / sentiment,Odin MRR,PSA Web MRR,Payments MRR,Payments Rev Share,Projects,Rev.io Product,Status,Tasks,Tigerpaw MRR,Type
Empire Communications,,,,"September 9, 2026 3:20 AM (EDT)",,,$721.00,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22013,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$721.00,
Docuquest,,,,"September 9, 2026 3:20 AM (EDT)",,Jakob Champion,$753.90,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22538,,,"April 8, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$205.58,,,Tigerpaw,Active,,$720.30,
Huntel Communications,,,,"September 9, 2026 3:20 AM (EDT)",,Katerra Stephenson-Greenwood,$753.60,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22816,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$720.00,
TCW Computer Systems,,,,"September 9, 2026 3:21 AM (EDT)",,Jakob Champion,$714.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22720,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$714.00,
AJK Communications,,,,"September 9, 2026 3:20 AM (EDT)",,Katerra Stephenson-Greenwood,$745.89,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22575,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$712.62,
Infotel Systems,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$711.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22102,,,"April 22, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$195.67,,,Tigerpaw,Active,,$711.00,
KCG Communications,,,,"September 9, 2026 3:21 AM (EDT)",,Justin Lee,$711.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22818,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,-$0.77,,,Tigerpaw,Active,,$711.00,
Lubbock Sight Sound & Security,,,,"June 29, 2026 1:04 PM (EDT)",,Ingrid Beard,$0.00,,LUBBOCKS3PSA,LUBBOCKS3PSA,"June 29, 2026 1:04 PM (EDT)","June 29, 2026 1:04 PM (EDT)",22926,,,,,,,,,,,PSA Web,"At Risk, Onboarding",,,
Ragan Communications,,,,"September 9, 2026 3:21 AM (EDT)",,Justin Lee,$711.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22241,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$711.00,
A & A Telecom Group Inc.,,,,"September 9, 2026 3:20 AM (EDT)",,Katerra Stephenson-Greenwood,$758.88,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22051,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$758.88,
Phoenix Geothermal Services,,,,"September 9, 2026 3:20 AM (EDT)",,,$749.00,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22199,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$749.00,
Business Communications Solutions,,,,"June 29, 2026 1:00 PM (EDT)",,Jaylin Bender,$0.00,$0.00,,,"June 29, 2026 1:00 PM (EDT)","June 29, 2026 1:00 PM (EDT)",22474,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Churned,,$0.00,
Enhanced Telecommunications & Data Inc.,,,,"September 9, 2026 3:21 AM (EDT)",,,$706.20,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22733,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$706.20,
"Secure Technologies, Inc",,,,"September 9, 2026 3:20 AM (EDT)",,Ingrid Beard,$755.64,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22225,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$755.64,
"HomeSmart Experts,LLC",,,,,,,$0.00,$0.00,,,,,22620,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Churned,,$0.00,
Diversified Digital Group - Main,,,,"September 9, 2026 3:21 AM (EDT)",,Katerra Stephenson-Greenwood,$715.39,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22311,,,"June 26, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$703.66,
"T. Daniels Consulting, Inc.",,,,"September 9, 2026 3:21 AM (EDT)",Sarah McGovern,Ingrid Beard,$711.92,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22692,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$700.25,
"Commercial Refrigeration Systems, Inc.",,,,"September 9, 2026 3:21 AM (EDT)",,Katerra Stephenson-Greenwood,$699.72,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22353,,,"May 28, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$699.72,
"Pilothouse Communications, LLC",,,,"September 9, 2026 3:21 AM (EDT)",,Jamie Butler,$616.09,$0.00,PILOTHOUSEPSA,PILOTHOUSEPSA,"September 9, 2026 3:21 AM (EDT)","May 28, 2026 8:00 PM (EDT)",22131,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$35.14,,,"PSA Web, Tigerpaw",Active,,$698.28,
Yeti Networks,,,,"March 25, 2025 8:00 PM (EDT)",,Jakob Champion,$822.72,$523.03,YETINETWORKS,YETINETWORKS,"March 24, 2027 8:00 PM (EDT)","March 25, 2025 8:00 PM (EDT)",21979,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$270.00,$6.11,,,Billing,Active,,$0.00,
So Cal Light,,,,"September 9, 2026 3:21 AM (EDT)",,Jakob Champion,$694.56,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22022,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$694.56,
Starlight Security,,,,"September 1, 2026 3:21 AM (EDT)",,Katerra Stephenson-Greenwood,$701.97,$0.00,,,"September 1, 2026 3:21 AM (EDT)","September 1, 2026 3:21 AM (EDT)",22562,,,"July 12, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$688.00,
Professional Communication Solutions,,,,"September 9, 2026 3:21 AM (EDT)",,Jakob Champion,$711.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22050,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$136.02,,,Tigerpaw,Active,,$711.00,
"Advanced Telephone & Data, Inc.",,,,"September 9, 2026 3:20 AM (EDT)",,,$735.00,$0.00,,,"September 9, 2026 3:20 AM (EDT)","September 9, 2026 3:20 AM (EDT)",22257,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$735.00,
SoundWorks & Security LLC,,,,"June 29, 2026 1:00 PM (EDT)",,,-$10.53,$0.00,,,"June 29, 2026 1:00 PM (EDT)","June 29, 2026 1:00 PM (EDT)",22609,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,-$10.53,,,Payments,Churned,,$0.00,
ArtCom Communications,,,,"September 9, 2026 3:21 AM (EDT)",,,$698.28,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22149,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$698.28,
Mayatel Systems,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$697.56,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22361,,,"August 21, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$681.66,
Quality Alarm Systems,,,,"September 9, 2026 3:21 AM (EDT)",Sarah McGovern,Katerra Stephenson-Greenwood,$678.75,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22064,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$678.75,
"Revvv, Inc.",,,,"September 9, 2026 3:21 AM (EDT)",,,$676.20,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22320,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$676.20,
RAM Technologies,,,,"September 9, 2026 3:21 AM (EDT)",,,$674.94,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22233,,,"September 19, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$674.94,
Sam E Mitchell Jr. Associate Inc,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$673.20,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22297,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,-$7.11,,,Tigerpaw,Active,,$673.20,
West Coast Cash Register Systems,,,,"September 9, 2026 3:21 AM (EDT)",Sarah McGovern,Ingrid Beard,$720.30,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22184,,,"October 8, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$720.30,
M2 Communications Inc,,,,"April 29, 2026 8:00 PM (EDT)",,,$765.16,$764.99,M2COMMUNICATIONS,M2COMMUNICATIONS,"April 28, 2029 8:00 PM (EDT)","April 29, 2026 8:00 PM (EDT)",22971,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
East Kentucky Telecom LLC,,,,"March 30, 2026 8:00 PM (EDT)",,,$525.05,$500.00,RINGBLUE,RINGBLUE,"March 29, 2029 8:00 PM (EDT)","March 30, 2026 8:00 PM (EDT)",22972,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,"Billing, Payments",Active,,$0.00,
Genesis System Enterprises,,,,"April 23, 2026 8:00 PM (EDT)",,,$784.94,$703.98,"GENESISSYSTEMENT, GENESISSYTEMENT","GENESISSYSTEMENT, GENESISSYTEMENT","April 23, 2029 8:00 PM (EDT)","December 17, 2025 7:00 PM (EST)",22973,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Billing,Active,,$0.00,
Helios,,,,"September 9, 2026 3:21 AM (EDT)",,,$666.36,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22324,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$666.36,
Comtech Business Systems Inc,,,,"September 9, 2026 3:21 AM (EDT)",,Justin Lee,$680.08,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22698,,,"July 30, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$680.08,
Splirt Inc.,,,,"July 29, 2026 3:23 AM (EDT)",,Connor Flynn,$661.54,$0.00,,,"July 29, 2026 3:23 AM (EDT)","July 29, 2026 3:23 AM (EDT)",22542,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$661.54,
P.O.S. Technologies,,,,"September 9, 2026 3:21 AM (EDT)",,Katerra Stephenson-Greenwood,$661.50,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22183,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$661.50,
"FITT Telecommunications, Inc",,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$707.82,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22768,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$707.82,
smplsolutions,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$661.50,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22088,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$57.00,,,Tigerpaw,Active,,$661.50,
"Sky Communications, Inc.",,,,"September 9, 2026 3:21 AM (EDT)",,Jakob Champion,$686.94,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22770,,,"July 7, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$686.94,
Falcon Communications Solution,,,,"September 9, 2026 3:21 AM (EDT)",,Justin Lee,$656.40,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22026,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$656.40,
J & M Systems LLC,,,,"September 9, 2026 3:21 AM (EDT)",,Katerra Stephenson-Greenwood,$656.37,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22345,,,"May 16, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$656.37,
Peak Communication,,,,"September 9, 2026 3:23 AM (EDT)",rinor.berisha,Katerra Stephenson-Greenwood,$450.00,$0.00,,,"September 9, 2026 3:23 AM (EDT)","September 9, 2026 3:23 AM (EDT)",22170,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$450.00,
"Gecko Telecom, LLC",,,,"October 21, 2025 8:00 PM (EDT)",,,$554.19,$547.50,GECKOTELECOM,GECKOTELECOM,"October 20, 2028 8:00 PM (EDT)","October 21, 2025 8:00 PM (EDT)",22896,,,"March 24, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$52.37,,,Billing,Active,,$0.00,
MDU Securiy Systems,,,,"September 9, 2026 3:21 AM (EDT)",,,$665.17,,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22835,,,,,,,,,,,Tigerpaw,,,,
DTS Technology - Reseller,,,,"September 9, 2026 3:21 AM (EDT)",,,$650.00,,DTSRESELLER,DTSRESELLER,"December 29, 2026 7:00 PM (EST)","December 30, 2025 7:00 PM (EST)",23018,,,,,,,,,,,Billing,,,,
"IP Communications, Inc.",,,,"September 9, 2026 3:21 AM (EDT)",Sarah McGovern,Ingrid Beard,$698.09,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22224,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$694.62,
Enterprise Systems Corporation,,,,"September 9, 2026 3:21 AM (EDT)",,,$694.62,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22103,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$694.62,
Chief DataCom,,,,"September 9, 2026 3:21 AM (EDT)",Sarah McGovern,Katerra Stephenson-Greenwood,$661.50,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22304,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$661.50,
Lantern Streaming Security,"April 22, 2026","May 22, 2026","June 21, 2026","September 9, 2026 3:21 AM (EDT)",Sarah McGovern,Ingrid Beard,$663.25,$0.00,LANTERNSTREAMINGSECPSA,LANTERNSTREAMINGSECPSA,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22967,"March 23, 2026",,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$650.00,$0.00,,,PSA Web,Active,,$0.00,
Prowire,,,,"September 9, 2026 3:21 AM (EDT)",,Jakob Champion,$656.40,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22781,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$656.40,
Interstate Business Systems,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$644.94,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22715,,,"January 26, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$644.94,
"Nutec Systems, Inc",,,,"September 9, 2026 3:21 AM (EDT)",,Justin Lee,$686.94,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22718,,,"May 12, 2026",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$686.94,
Plan B Technology Corp.,,,,"September 9, 2026 3:21 AM (EDT)",,,$642.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22580,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$642.00,
Datacom Solutions Ltd.?,,,,"September 9, 2026 3:21 AM (EDT)",,,$686.94,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22229,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$686.94,
ISET,,,,"September 9, 2026 3:21 AM (EDT)",,Jakob Champion,$656.08,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22316,,,"October 2, 2024",,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$652.62,
Telephone Connections Inc,,,,"September 9, 2026 3:21 AM (EDT)",,,$652.62,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22010,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$652.62,
"Genie Innovations, Inc. dba IP Genie",,,,"September 9, 2026 3:21 AM (EDT)",,,$652.62,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22708,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$652.62,
Telstar Networks,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$652.62,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22687,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$652.62,
A & G Telephone Service Inc.,,,,"September 9, 2026 3:21 AM (EDT)",,Katerra Stephenson-Greenwood,$650.42,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22634,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$635.58,
Core3 Pty Ltd,,,,"September 9, 2026 3:21 AM (EDT)",,Justin Lee,$661.92,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22325,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$661.92,
TRG Networking,,,,"September 9, 2026 3:21 AM (EDT)",,Ingrid Beard,$632.00,$0.00,,,"September 9, 2026 3:21 AM (EDT)","September 9, 2026 3:21 AM (EDT)",22015,,,,,June 2026 retention import from Cohort_Jun26_wo_Payments_7.6.26---70f34bf5-b8e8-4d81-9703-88d2102c7435.xlsx; product-level MRR loaded.,$0.00,$0.00,$0.00,,,Tigerpaw,Active,,$632.00,
